Area|Estimate!!Total:!!Asia:!!South Central Asia:!!Iran|Estimate!!Total:!!Asia:!!Eastern Asia:!!Korea|Estimate!!Total:
05489|0|0|125
05491|0|3|140
05492|0|0|9
05494|0|0|15
05495|0|29|757
05602|0|44|474
05640|0|0|0
05641|0|0|293
05647|0|0|22
05648|0|0|3
05649|0|0|11
05650|0|0|27
05651|0|3|28
05652|0|0|0
05653|0|0|4
05654|0|0|132
05655|0|0|82
05656|0|0|33
05658|0|0|54
05660|0|6|31
05661|4|0|248
05663|0|31|175
05664|0|0|0
05666|0|0|0
05667|0|3|97
05669|0|0|12
05670|0|0|0
05672|0|0|290
05673|0|0|82
05674|0|0|58
05675|0|0|17
05676|0|0|150
05677|0|0|28
05678|0|0|10
05679|0|0|22
05680|0|0|16
05681|0|0|0
05682|0|0|36
05701|0|0|374
05730|0|0|21
05731|0|0|0
05732|0|0|16
05733|0|0|170
05734|0|0|34
05735|0|0|71
05736|0|0|0
05737|0|0|4
05738|0|21|45
05739|0|0|49
05742|0|0|10
05743|0|0|50
05744|0|0|0
05746|0|0|0
05747|0|0|5
05748|0|0|18
05751|0|0|93
05753|13|15|930
05757|0|0|7
05758|0|0|18
05759|0|0|41
05760|0|0|14
05761|0|0|24
05762|0|2|22
05763|0|0|81
05764|0|0|85
05765|0|0|28
05766|0|0|33
05767|0|0|38
05768|0|0|0
05769|0|1|36
05770|0|0|56
05772|0|17|48
05773|0|0|66
05774|0|0|14
05775|0|0|2
05776|0|0|64
05777|0|0|116
05778|0|0|90
05819|0|0|237
05820|0|0|0
05821|0|0|18
05822|0|0|122
05824|0|0|15
05825|0|0|0
05826|0|0|8
05827|0|0|39
05828|14|0|41
05829|0|0|94
05830|0|0|102
05832|0|0|36
05833|0|0|0
05836|0|0|10
05837|0|0|8
05839|0|0|9
05840|0|0|1
05841|0|0|18
05842|0|0|6
05843|0|0|50
05845|0|0|109
05846|0|0|23
05847|0|0|14
05850|0|0|26
05851|0|0|183
05853|0|0|8
05855|0|10|274
05857|0|0|23
05858|0|0|3
05859|0|0|79
05860|0|0|44
05862|0|0|4
05866|0|0|23
05867|0|0|7
05868|0|0|3
05871|0|0|7
05872|0|0|25
05873|0|0|20
05874|0|0|16
05875|0|0|23
05901|0|0|0
05902|0|0|13
05903|0|0|36
05904|0|0|0
05905|0|0|17
05906|0|0|35
05907|0|0|7
06001|0|298|3641
06002|0|25|4846
06010|33|40|4961
06013|0|0|583
06016|0|68|753
06018|0|0|189
06019|18|74|754
06020|0|0|0
06021|0|0|34
06022|0|0|0
06023|0|0|315
06024|0|0|118
06026|0|12|450
06027|0|0|26
06029|12|48|1220
06031|0|8|75
06032|36|220|4008
06033|0|79|4085
06035|18|0|364
06037|12|0|2121
06039|0|0|92
06040|11|0|4487
06042|58|4|4790
06043|0|0|490
06051|14|0|4703
06052|0|0|1080
06053|31|84|8086
06057|0|85|275
06058|0|0|72
06059|0|0|17
06060|0|0|117
06061|0|0|0
06062|0|0|2034
06063|0|0|126
06065|0|0|0
06066|0|88|2903
06067|0|62|5498
06068|0|0|118
06069|0|44|365
06070|18|26|1323
06071|0|0|352
06072|0|0|0
06073|0|0|473
06074|0|29|4795
06076|0|0|197
06078|0|0|844
06079|0|0|0
06080|0|0|162
06081|0|0|101
06082|0|46|2777
06084|4|37|1066
06085|0|102|1346
06088|0|9|536
06089|25|13|405
06090|0|0|75
06091|0|0|0
06092|0|34|159
06093|0|0|28
06095|0|5|4214
06096|0|39|1471
06098|0|0|521
06103|0|0|627
06105|0|71|4061
06106|0|12|7301
06107|59|36|2600
06108|0|0|5551
06109|21|17|3790
06110|0|5|2981
06111|0|156|5977
06112|0|10|5203
06114|0|14|7224
06117|50|45|3245
06118|0|0|4951
06119|0|4|2184
06120|0|0|1510
06226|4|47|1979
06231|0|0|128
06232|0|0|170
06234|0|0|447
06235|0|0|55
06237|0|0|158
06238|0|40|632
06239|0|0|263
06241|0|0|169
06242|0|0|50
06243|0|0|0
06247|0|1|41
06248|0|53|222
06249|0|0|316
06250|0|19|531
06254|0|0|43
06255|0|0|119
06256|0|0|59
06258|0|0|13
06259|0|5|187
06260|0|42|462
06262|0|0|5
06263|0|0|41
06264|0|0|31
06266|0|1|24
06268|0|75|1590
06269|47|0|697
06277|0|0|215
06278|0|0|106
06279|0|0|371
06280|0|0|145
06281|0|22|173
06282|0|0|17
06320|0|11|5083
06330|0|0|79
06331|0|0|167
06332|0|0|138
06333|0|38|822
06334|0|0|40
06335|0|0|153
06336|0|0|0
06338|0|0|2
06339|0|0|393
06340|44|68|3230
06350|0|0|0
06351|0|27|319
06353|0|0|0
06354|0|2|136
06355|0|9|904
06357|0|8|973
06359|0|0|311
06360|0|239|5262
06365|0|0|289
06370|0|64|337
06371|3|15|737
06373|0|0|0
06374|0|0|354
06375|0|0|173
06376|0|0|0
06377|0|0|72
06378|8|4|236
06379|0|0|350
06380|0|0|371
06382|8|27|1091
06384|4|0|59
06385|12|0|887
06387|0|0|0
06389|0|0|0
06390|0|0|0
06401|0|0|2795
06403|0|17|378
06405|22|35|2578
06409|0|0|67
06410|60|128|2852
06412|0|0|227
06413|0|10|990
06414|0|0|8
06415|0|14|818
06416|0|26|1287
06417|0|0|467
06418|0|3|1515
06419|0|0|141
06420|0|0|200
06422|0|0|206
06423|0|0|233
06424|0|0|498
06426|0|0|429
06437|0|24|2024
06438|0|0|62
06439|0|0|0
06441|0|0|442
06442|0|0|157
06443|33|15|1188
06444|0|0|0
06447|15|0|402
06450|3|87|4026
06451|0|43|2654
06455|0|0|43
06456|0|0|11
06457|0|66|5447
06459|0|7|151
06460|0|80|3942
06461|0|12|1837
06467|0|0|0
06468|0|31|2104
06469|0|0|57
06470|0|13|1366
06471|0|17|175
06472|0|0|301
06473|0|214|2282
06475|0|0|608
06477|0|165|2165
06478|0|0|1160
06479|0|0|602
06480|15|112|370
06481|0|0|52
06482|0|17|686
06483|0|80|1348
06484|56|38|5142
06488|4|41|1337
06489|0|81|3843
06492|14|48|5502
06498|0|0|926
06510|0|21|949
06511|115|202|9535
06512|0|111|3599
06513|0|235|5842
06514|0|155|4038
06515|0|38|2004
06516|0|125|11566
06517|9|10|1398
06518|58|133|2570
06519|44|0|4358
06524|38|75|551
06525|110|134|1576
06604|0|5|8383
06605|0|32|6772
06606|0|0|18878
06607|0|0|1754
06608|0|0|3993
06610|0|34|6963
06611|38|90|6152
06612|0|0|681
06614|0|8|4763
06615|0|1|3039
06702|0|0|322
06704|0|20|4800
06705|0|0|4717
06706|0|0|3287
06708|0|16|5794
06710|0|0|1250
06712|0|23|836
06716|0|25|1138
06750|0|9|91
06751|0|0|162
06752|0|0|112
06753|0|0|0
06754|0|18|139
06755|0|0|96
06756|6|7|211
06757|0|22|186
06758|0|0|0
06759|0|0|244
06762|0|0|765
06763|0|0|47
06770|0|35|4740
06776|0|40|2543
06777|0|0|98
06778|0|0|192
06779|0|0|686
06782|0|0|113
06783|0|0|174
06784|0|0|247
06785|0|0|40
06786|0|0|192
06787|0|15|290
06790|0|101|3389
06791|0|0|120
06793|0|0|233
06794|0|0|158
06795|0|64|1745
06796|0|0|37
06798|0|7|652
06801|0|118|3963
06804|0|0|2420
06807|0|0|1695
06810|0|18|20442
06811|4|28|7078
06812|0|0|1034
06820|0|49|2443
06824|14|150|3650
06825|0|102|3806
06830|65|141|6257
06831|19|50|1847
06840|273|54|2625
06850|0|113|4846
06851|0|59|6632
06853|4|0|642
06854|13|0|11409
06855|0|0|2098
06870|0|23|1557
06877|0|92|3196
06878|0|126|2488
06880|0|104|4049
06883|36|36|1409
06890|0|7|436
06896|9|6|758
06897|0|33|2689
06901|0|102|2702
06902|79|186|25460
06903|24|32|2916
06905|26|30|5785
06906|0|36|4204
06907|0|0|2089
07001|0|206|5281
07002|14|64|22399
07003|60|129|12764
07004|0|0|920
07005|0|68|2379
07006|39|23|3605
07008|0|32|8787
07009|25|103|1757
07010|75|1279|12216
07011|0|20|17564
07012|16|53|3736
07013|26|292|9683
07014|0|398|1594
07016|0|77|2344
07017|0|0|10087
07018|0|22|9555
07020|22|2141|7220
07021|28|0|196
07022|0|181|7556
07023|0|21|951
07024|89|6512|19302
07026|0|193|14889
07027|0|0|694
07028|8|16|725
07029|11|56|12452
07030|89|222|11367
07031|0|48|5209
07032|0|93|19411
07033|0|29|1699
07034|0|36|3795
07035|0|1|1806
07036|0|27|14548
07039|84|100|8694
07040|5|53|5254
07041|19|106|2754
07042|31|152|4244
07043|105|144|1633
07044|0|27|1357
07045|37|412|2742
07046|0|16|714
07047|0|371|31370
07050|0|23|14335
07052|78|172|14301
07054|6|178|13238
07055|3|0|28641
07057|0|13|5789
07058|0|38|1409
07059|29|61|3590
07060|0|44|20151
07062|0|0|4466
07063|0|12|4524
07064|0|46|1190
07065|0|165|6087
07066|43|1|2036
07067|12|15|4689
07068|0|21|694
07069|0|0|1148
07070|69|287|4613
07071|26|71|5719
07072|0|23|1613
07073|0|140|2503
07074|0|7|1416
07075|49|386|2372
07076|0|120|4333
07077|0|0|678
07078|22|234|4136
07079|25|105|2579
07080|0|54|5229
07081|9|29|4158
07082|0|26|998
07083|8|34|19898
07086|30|81|6499
07087|10|88|37276
07088|0|0|486
07090|0|348|3544
07092|17|0|1100
07093|0|587|37298
07094|11|204|8650
07095|31|15|6138
07102|0|30|3776
07103|16|194|8377
07104|0|112|16220
07105|42|33|35042
07106|0|132|11947
07107|0|10|14864
07108|0|3|5049
07109|0|25|13424
07110|0|271|6480
07111|0|21|21699
07112|0|2|5328
07114|0|13|3380
07201|0|0|13840
07202|6|0|20971
07203|0|0|7105
07204|0|60|4620
07205|0|0|7637
07206|0|19|14170
07208|8|26|16404
07302|105|534|19730
07304|16|196|17638
07305|0|287|24708
07306|33|278|28984
07307|15|162|19238
07310|34|555|8323
07311|0|86|880
07401|0|344|1218
07403|0|13|1181
07405|0|31|2508
07407|0|135|7698
07410|65|205|11058
07416|0|0|331
07417|69|217|1960
07418|21|0|160
07419|0|0|1166
07420|0|10|770
07421|0|0|704
07422|0|0|332
07423|0|0|520
07424|29|57|6411
07430|17|495|4509
07432|0|49|566
07435|0|0|159
07436|36|104|1996
07438|0|47|560
07439|0|12|145
07440|0|0|411
07442|0|34|1604
07444|0|28|1004
07446|0|99|2325
07450|44|799|4776
07452|0|310|1674
07456|0|0|989
07457|0|0|710
07458|33|312|2108
07460|0|0|142
07461|0|69|1052
07462|0|0|636
07463|0|79|1403
07465|0|0|532
07470|44|249|10868
07480|0|8|1764
07481|48|133|1790
07501|0|0|14604
07502|0|0|7447
07503|0|0|9546
07504|0|0|5545
07505|18|0|1447
07506|0|17|3594
07508|0|7|6801
07512|0|0|2088
07513|0|0|6349
07514|0|153|9120
07522|0|0|8302
07524|0|0|6386
07601|11|434|18391
07603|0|92|2798
07604|0|91|3269
07605|5|1705|3797
07606|0|4|948
07607|16|312|2565
07608|0|0|38
07620|15|214|452
07621|0|278|10393
07624|0|1209|3058
07626|0|1533|3617
07627|53|502|1730
07628|103|377|4991
07630|37|144|1405
07631|0|802|10080
07632|168|576|2352
07640|9|371|741
07641|0|221|493
07642|0|39|1315
07643|0|786|4488
07644|0|12|10816
07645|0|165|1532
07646|0|68|4844
07647|24|789|1675
07648|0|1105|1543
07649|26|66|1357
07650|0|7468|12213
07652|103|1016|7755
07656|24|66|965
07657|0|2404|5148
07660|0|296|5080
07661|25|804|3295
07662|0|114|1351
07663|0|148|2739
07666|33|500|11036
07670|0|2247|5114
07675|6|1653|5066
07676|0|80|1258
07677|19|36|506
07701|0|36|3183
07702|0|31|241
07703|0|0|0
07704|0|15|264
07711|0|1|69
07712|69|240|6808
07716|0|0|669
07717|4|13|133
07718|0|2|346
07719|0|3|1140
07720|0|0|563
07721|0|12|613
07722|37|2|1198
07723|0|0|142
07724|0|149|3999
07726|0|115|6854
07727|0|21|609
07728|0|47|9990
07730|0|50|1769
07731|17|38|4831
07732|0|0|759
07733|0|96|3614
07734|0|10|868
07735|0|56|2949
07737|0|0|300
07738|0|21|627
07739|0|0|406
07740|10|16|8633
07746|10|118|3557
07747|21|44|5548
07748|12|36|2031
07750|0|7|167
07751|9|153|4912
07753|0|103|4040
07755|0|0|565
07756|0|0|276
07757|0|129|253
07758|0|32|201
07760|9|6|389
07762|0|0|550
07764|0|6|461
07801|0|27|11153
07803|0|0|874
07820|0|0|0
07821|30|7|835
07822|0|0|72
07823|0|0|265
07825|0|0|559
07826|0|0|300
07827|0|0|187
07828|0|0|3032
07830|0|28|537
07831|0|0|0
07832|0|0|198
07833|0|0|0
07834|31|96|2284
07836|0|0|1486
07838|0|0|119
07840|0|73|4667
07842|0|0|8
07843|0|0|1256
07844|0|0|53
07846|0|0|0
07847|0|0|95
07848|0|0|477
07849|0|0|1464
07850|14|0|837
07851|0|0|0
07852|0|0|478
07853|0|83|1112
07856|0|0|314
07857|0|1|500
07860|0|21|1695
07863|0|0|272
07865|0|0|47
07866|29|123|3342
07869|0|131|6257
07870|0|0|0
07871|0|47|1765
07874|0|0|841
07876|0|51|1229
07878|0|0|44
07880|0|0|0
07881|0|0|0
07882|22|0|1458
07885|0|0|3025
07901|21|98|5351
07920|162|198|6387
07921|81|11|1072
07922|19|8|1954
07924|0|163|1378
07926|0|0|0
07927|11|73|1524
07928|0|28|2620
07930|0|2|677
07931|0|14|427
07932|57|50|1749
07933|17|0|396
07934|0|0|162
07935|0|0|35
07936|0|102|1791
07939|0|0|0
07940|0|90|2728
07945|0|25|927
07946|0|0|378
07950|8|122|4840
07960|59|113|7706
07961|0|0|56
07970|11|52|63
07974|5|36|1996
07976|0|0|0
07977|0|0|115
07979|0|0|12
07980|0|0|436
07981|0|107|1824
08001|0|0|0
08002|0|91|4353
08003|0|682|5940
08004|0|0|219
08005|0|0|1838
08006|0|0|61
08007|0|0|187
08008|0|0|278
08009|0|28|984
08010|0|43|1543
08011|0|0|0
08012|8|118|2769
08014|0|0|0
08015|0|74|1260
08016|0|54|4629
08019|0|0|76
08020|0|0|117
08021|0|39|5365
08022|0|0|1348
08023|0|0|0
08026|0|0|187
08027|0|79|296
08028|22|52|1524
08029|0|0|167
08030|0|0|891
08031|0|14|1678
08032|0|0|7
08033|0|4|612
08034|0|174|2807
08035|0|17|191
08036|0|14|257
08037|0|0|2186
08038|0|0|7
08039|0|0|0
08041|0|0|31
08042|0|0|0
08043|24|254|6228
08045|0|0|153
08046|0|42|4744
08048|0|33|1278
08049|0|0|320
08050|0|0|1219
08051|0|11|445
08052|0|76|2442
08053|0|277|3749
08054|105|419|6311
08055|0|33|1015
08056|0|93|479
08057|0|224|1856
08059|0|8|45
08060|0|48|2998
08061|0|0|129
08062|9|117|890
08063|0|0|85
08064|0|0|0
08065|0|13|465
08066|0|28|573
08067|0|0|45
08068|0|59|718
08069|0|23|1095
08070|0|29|462
08071|0|0|352
08072|0|0|0
08073|0|0|0
08074|0|0|9
08075|0|32|3650
08077|0|19|1404
08078|0|0|452
08079|0|9|194
08080|30|104|1983
08081|0|231|3762
08083|2|0|645
08084|0|0|626
08085|0|6|1598
08086|0|24|543
08087|0|18|1331
08088|7|18|832
08089|0|0|123
08090|0|48|278
08091|0|0|942
08092|0|3|69
08093|0|0|580
08094|0|75|1981
08095|0|0|0
08096|0|61|2868
08097|0|0|87
08098|0|12|330
08102|0|6|835
08103|0|0|914
08104|0|0|1900
08105|0|0|6836
08106|0|0|243
08107|0|5|1166
08108|0|0|932
08109|0|26|2735
08110|0|0|4551
08201|33|17|1372
08202|0|0|26
08203|0|37|594
08204|0|6|1153
08205|37|144|4671
08210|18|38|638
08212|0|0|12
08215|0|49|756
08217|0|0|0
08221|8|34|632
08223|0|0|8
08224|0|0|0
08225|0|12|1144
08226|0|0|692
08230|0|12|234
08232|0|0|5809
08234|0|630|7381
08240|0|21|224
08241|0|5|137
08242|0|0|173
08243|0|0|52
08244|0|10|1415
08245|0|0|0
08246|0|0|0
08247|3|0|31
08248|0|0|0
08251|0|0|523
08260|0|0|956
08270|0|2|179
08302|0|67|6767
08310|0|0|0
08311|0|0|105
08312|0|0|307
08314|0|0|24
08316|0|0|10
08317|0|0|150
08318|0|36|293
08319|0|0|35
08320|0|0|88
08321|0|0|7
08322|0|10|350
08323|0|0|21
08324|0|0|18
08326|0|12|148
08327|0|9|415
08328|0|0|0
08329|0|19|19
08330|0|0|2588
08332|0|63|1974
08340|0|0|13
08341|0|0|443
08343|0|0|120
08344|0|0|80
08345|0|0|14
08346|0|0|90
08348|0|0|7
08349|0|0|14
08350|0|0|52
08352|0|0|0
08353|0|0|12
08360|76|0|5789
08361|8|23|1198
08401|43|136|11508
08402|0|0|300
08403|0|0|30
08406|0|16|1856
08501|0|0|693
08502|0|133|4016
08505|0|9|2275
08510|0|0|729
08511|0|0|88
08512|11|70|4216
08514|0|0|265
08515|0|64|1693
08518|0|0|687
08520|0|138|9502
08525|0|5|697
08527|0|73|4671
08528|0|0|16
08530|0|19|873
08533|0|0|192
08534|0|68|1953
08535|0|0|530
08536|0|354|10699
08540|40|528|17555
08542|0|19|809
08544|7|84|728
08550|16|125|8575
08551|0|0|453
08553|0|0|142
08554|0|0|288
08555|0|0|100
08558|17|8|1770
08559|0|0|148
08560|0|0|369
08561|0|0|71
08562|0|2|395
08608|0|0|88
08609|0|10|3601
08610|0|64|6779
08611|0|26|8921
08618|0|78|5061
08619|0|33|3368
08620|0|13|1021
08628|0|0|1199
08629|0|23|5467
08638|0|35|4650
08640|0|1|788
08641|0|15|282
08648|36|342|8505
08690|0|90|2222
08691|0|167|3817
08701|0|61|10984
08720|0|0|28
08721|0|84|1797
08722|0|0|825
08723|62|68|3337
08724|7|79|2489
08730|10|0|181
08731|0|37|1125
08732|0|0|45
08733|0|0|338
08734|0|0|74
08735|0|0|218
08736|0|15|574
08738|0|0|72
08740|0|0|28
08741|0|0|173
08742|0|6|2155
08750|0|0|135
08751|0|0|185
08752|0|0|79
08753|13|50|5391
08755|4|115|2638
08757|43|30|3664
08758|0|0|254
08759|0|56|3407
08801|0|0|651
08802|0|0|109
08804|0|0|313
08805|21|67|4173
08807|8|284|11740
08809|0|10|905
08810|0|0|3967
08812|190|159|4130
08816|87|752|16171
08817|0|208|19623
08820|0|369|22494
08821|0|0|24
08822|0|57|4299
08823|14|32|3313
08824|0|16|4491
08825|0|0|331
08826|0|0|193
08827|0|0|247
08828|0|0|346
08829|0|0|671
08830|57|86|8721
08831|23|248|11059
08832|0|5|1160
08833|0|3|1287
08835|0|0|1913
08836|0|0|680
08837|0|307|7256
08840|10|124|3602
08844|14|184|9619
08846|0|23|3010
08848|0|0|318
08850|14|0|1414
08852|0|155|8168
08853|0|0|565
08854|0|384|21242
08857|0|193|9107
08858|0|0|0
08859|0|149|8482
08861|46|6|26175
08863|0|58|3774
08865|0|21|2764
08867|0|59|369
08869|0|0|2471
08872|0|40|6712
08873|17|216|16828
08876|0|35|4542
08879|0|2|4372
08880|0|0|1315
08882|0|0|3941
08884|0|0|1016
08886|6|0|677
08887|0|0|209
08889|0|0|1338
08890|0|39|39
08901|8|189|17925
08902|41|546|15311
08904|10|205|4304
10001|67|252|6746
10002|11|202|30054
10003|63|379|10822
10004|37|221|1120
10005|0|18|1569
10006|0|17|1127
10007|79|96|1736
10009|89|365|13576
10010|67|420|7063
10011|152|291|11488
10012|0|33|6168
10013|24|30|9401
10014|0|33|5028
10016|98|581|14503
10017|51|267|5326
10018|0|204|3714
10019|62|506|14747
10020|0|0|0
10021|336|82|7324
10022|124|205|6907
10023|104|820|16397
10024|108|294|11922
10025|66|744|23328
10026|110|107|10294
10027|21|279|16614
10028|122|552|9176
10029|124|262|19791
10030|0|48|7623
10031|46|104|22331
10032|18|75|27625
10033|5|98|26689
10034|0|68|17186
10035|0|78|8443
10036|112|340|9571
10037|24|149|2930
10038|40|146|6071
10039|6|50|6293
10040|5|5|21782
10044|84|336|6195
10065|133|468|8773
10069|24|341|1542
10075|140|0|5137
10103|0|0|0
10110|0|0|0
10111|0|0|0
10112|0|0|0
10115|0|0|0
10119|0|0|0
10128|337|355|13819
10152|0|0|0
10153|0|0|0
10154|0|0|0
10162|0|0|279
10165|0|0|0
10167|0|0|0
10168|0|0|0
10169|0|0|0
10170|0|0|0
10171|0|0|0
10172|0|0|0
10173|0|0|0
10174|0|0|0
10177|0|0|0
10199|0|0|0
10271|0|0|0
10278|0|0|0
10279|0|0|0
10280|67|329|2597
10282|0|56|1267
10301|0|104|8569
10302|0|4|4465
10303|0|0|7451
10304|11|144|13056
10305|48|69|17090
10306|0|119|13117
10307|0|33|1996
10308|0|0|5899
10309|0|141|5609
10310|0|28|6502
10311|0|0|0
10312|0|218|9907
10314|213|1126|25878
10451|0|35|13979
10452|47|43|30761
10453|0|0|33933
10454|0|0|11162
10455|0|9|12189
10456|0|0|28951
10457|0|0|30377
10458|10|146|35017
10459|0|10|16131
10460|0|0|18834
10461|44|119|14865
10462|0|91|24235
10463|92|403|22075
10464|0|0|949
10465|279|60|8361
10466|15|10|32818
10467|163|32|38225
10468|0|92|38732
10469|7|26|29253
10470|0|0|5529
10471|14|51|4609
10472|0|0|27107
10473|0|6|12964
10474|0|0|2841
10475|0|0|11253
10501|0|0|91
10502|45|43|1006
10503|0|0|20
10504|29|23|1338
10505|10|0|164
10506|0|9|405
10507|0|41|1849
10509|7|45|3834
10510|68|40|1554
10511|0|0|207
10512|0|11|3527
10514|9|94|1929
10516|0|5|438
10517|0|0|93
10518|0|0|169
10519|0|21|80
10520|6|48|1755
10522|36|178|2491
10523|7|0|2536
10524|13|24|313
10526|0|5|276
10527|0|0|114
10528|18|57|3160
10530|0|144|2918
10532|0|0|746
10533|15|39|1277
10535|0|0|100
10536|0|0|1458
10537|0|61|770
10538|0|81|2958
10540|0|0|14
10541|0|15|2901
10542|0|0|0
10543|9|87|5903
10545|0|9|34
10546|0|0|106
10547|0|0|1041
10548|22|6|290
10549|0|0|4188
10550|0|29|12436
10552|0|48|6270
10553|0|0|4044
10560|0|25|417
10562|39|188|10523
10566|0|16|7000
10567|41|16|3056
10570|19|44|1774
10573|50|98|15722
10576|0|0|523
10577|52|5|805
10578|0|0|269
10579|8|40|745
10580|22|58|3607
10583|79|306|9835
10588|0|0|877
10589|46|14|514
10590|10|93|804
10591|5|153|7583
10594|0|0|614
10595|35|9|1412
10596|0|0|78
10597|0|0|39
10598|39|56|4142
10601|0|107|3195
10603|0|79|6100
10604|12|8|3096
10605|11|125|4951
10606|18|75|5380
10607|6|103|2206
10701|78|172|21759
10703|48|0|6822
10704|30|44|9938
10705|105|324|16154
10706|23|37|1350
10707|14|349|2053
10708|17|108|3529
10709|0|67|1511
10710|0|76|6783
10801|25|67|13462
10803|0|47|2123
10804|0|54|2464
10805|0|145|7454
10901|35|90|4890
10910|0|0|0
10911|0|0|0
10913|0|103|721
10914|0|0|0
10915|0|0|0
10916|0|0|254
10917|0|0|255
10918|0|17|751
10919|0|0|108
10920|0|58|1428
10921|0|0|476
10922|0|0|65
10923|0|0|1697
10924|0|79|1621
10925|0|0|575
10926|0|9|983
10927|0|0|4930
10928|0|0|957
10930|0|0|1422
10931|0|2|255
10932|0|0|0
10933|0|0|0
10940|0|59|8199
10941|0|0|1721
10950|7|127|6293
10952|10|28|5812
10953|0|0|0
10954|0|176|6254
10956|0|143|6622
10958|0|0|273
10960|17|71|3267
10962|0|118|1307
10963|0|0|491
10964|21|39|365
10965|0|46|2928
10968|0|98|346
10969|0|7|61
10970|20|19|2435
10973|0|7|80
10974|0|0|769
10975|0|0|9
10976|0|68|371
10977|40|39|18080
10979|0|0|0
10980|0|57|1805
10983|0|52|991
10984|0|33|173
10985|0|0|68
10986|0|0|210
10987|0|0|489
10988|0|0|10
10989|49|38|1968
10990|23|20|1575
10992|0|34|759
10993|0|0|1704
10994|0|0|1329
10996|0|20|316
10998|0|0|248
11001|41|105|7742
11003|0|42|20306
11004|0|61|7378
11005|11|7|185
11010|0|73|6006
11020|18|378|1888
11021|1194|930|6749
11023|1127|33|2816
11024|1191|35|2347
11030|77|418|2810
11040|32|768|14725
11042|0|0|75
11050|201|303|5891
11096|0|90|3147
11101|17|1061|12948
11102|40|303|9449
11103|31|212|14439
11104|30|485|12133
11105|37|197|13172
11106|24|651|15571
11109|0|306|2625
11201|74|565|13663
11203|64|64|39856
11204|57|50|37616
11205|100|344|8476
11206|22|308|17523
11207|5|41|29641
11208|0|34|41314
11209|0|268|22222
11210|20|34|26209
11211|0|194|14533
11212|0|32|26808
11213|34|120|21718
11214|15|238|52270
11215|70|460|13454
11216|40|139|14060
11217|74|279|7724
11218|27|161|24196
11219|13|9|30581
11220|7|147|50245
11221|133|191|21460
11222|6|175|10340
11223|11|129|39035
11224|28|1|22148
11225|53|128|21165
11226|65|61|42850
11228|37|103|18176
11229|82|195|39243
11230|232|107|37193
11231|11|49|6823
11232|0|45|10797
11233|82|41|20644
11234|48|283|35210
11235|44|33|52565
11236|0|12|45570
11237|0|221|17282
11238|17|149|11028
11239|0|192|4990
11249|20|43|8855
11354|55|5189|34632
11355|10|2389|57930
11356|0|724|12693
11357|171|1281|15029
11358|156|4006|18962
11359|0|0|0
11360|26|1323|6478
11361|19|2776|11678
11362|20|1684|7780
11363|29|419|2516
11364|67|2293|16197
11365|190|2213|20235
11366|33|488|6502
11367|47|114|17609
11368|0|85|71199
11369|6|74|17224
11370|12|115|12977
11371|0|0|0
11372|0|511|38856
11373|0|981|67927
11374|257|599|26277
11375|268|1091|32661
11377|80|1657|48976
11378|0|66|15634
11379|23|49|14885
11385|113|153|43575
11411|4|9|9080
11412|10|17|17302
11413|0|99|17562
11414|0|0|5658
11415|109|62|8003
11416|0|44|13284
11417|0|29|14015
11418|0|11|19103
11419|0|19|33047
11420|0|10|25955
11421|0|44|21389
11422|0|0|13086
11423|0|0|16623
11424|0|0|0
11426|0|451|9662
11427|0|337|12452
11428|0|0|11070
11429|0|0|12677
11430|0|0|52
11432|31|137|37784
11433|14|23|16953
11434|7|0|22033
11435|261|206|30939
11436|0|2|9199
11439|0|6|150
11451|0|0|0
11501|12|39|5852
11507|17|216|2559
11509|0|0|108
11510|9|0|8120
11514|34|39|869
11516|40|0|1450
11518|8|0|1219
11520|7|86|14458
11530|60|372|3030
11542|62|76|8878
11545|95|46|1825
11547|0|14|72
11548|40|0|588
11549|0|0|212
11550|13|13|23125
11552|10|8|5511
11553|0|82|11296
11554|6|162|7828
11556|0|0|0
11557|144|0|1883
11558|0|4|2132
11559|0|0|1290
11560|32|4|959
11561|0|53|5528
11563|0|50|3780
11565|0|0|790
11566|0|21|2715
11568|187|56|1081
11569|0|0|33
11570|0|197|3481
11572|22|35|4201
11575|24|36|6630
11576|303|250|2770
11577|369|134|2518
11579|0|0|655
11580|0|52|15523
11581|0|4|7049
11590|41|283|17666
11596|60|55|1995
11598|8|58|1489
11691|6|65|23303
11692|7|36|8504
11693|0|13|3525
11694|0|29|2874
11697|0|18|107
11701|0|17|5639
11702|0|25|888
11703|0|24|2562
11704|0|19|6152
11705|0|0|456
11706|0|0|18272
11709|35|0|664
11710|18|98|4029
11713|0|5|1556
11714|0|128|3829
11715|0|0|136
11716|0|0|625
11717|0|0|26478
11718|0|9|171
11719|0|0|137
11720|7|53|4399
11721|0|10|522
11722|0|17|12913
11724|0|0|194
11725|5|126|2561
11726|0|0|6326
11727|0|59|5473
11729|18|137|5064
11730|0|22|826
11731|23|347|2999
11732|18|0|320
11733|7|271|1954
11735|0|114|3798
11738|0|54|3009
11739|0|1|10
11740|58|31|1393
11741|0|56|2663
11742|0|32|1404
11743|0|187|4948
11746|165|496|14267
11747|7|193|1965
11749|0|9|1220
11751|0|0|1272
11752|14|0|1083
11753|0|778|4170
11754|0|49|1199
11755|0|34|1414
